employee_id,employee_name,department,course_name,assigned_date,due_date,completion_date,status
1054,Krishna Chopra,Operations,Workplace Safety,2025-07-16,2025-08-16,2025-07-19,Completed
1004,Krishna Nair,Finance,Project Management,2026-02-18,2026-03-23,,Pending
1064,Gaurav Singh,HR,Anti-Harassment Training,2025-08-30,2025-09-08,,Pending
1025,Neha Gupta,Sales,SQL Fundamentals,2026-02-17,2026-03-25,,Pending
1055,Jyoti Sinha,Finance,Workplace Safety,2025-09-22,2025-10-13,2025-09-24,Completed
1008,Sai Pillai,Operations,SQL Fundamentals,01/02/2026,2026-03-07,2026-02-07,Completed
1176,Jyoti Iyer,IT,Customer Service Excellence,2025-08-08,2025-08-24,2025-08-15,Completed
1215,Vivaan Das,Finance,Data Security Awareness,2025-12-30,2026-01-11,2026-01-05,Completed
1238,Sachin Ghosh,IT,Anti-Harassment Training,2025-07-19,2025-08-08,2025-07-21,pending
1168,Suresh Kulkarni,IT,Excel for Business,2025-04-15,2025-05-12,2025-04-24,Completed
1104,Shruti Kumar,Sales,Workplace Safety,2025-06-03,2025-06-21,2025-06-08,Completed
1160,Sunita Malhotra,Operations,Excel for Business,2025-05-17,2025-06-14,,Pending
1035,Nitin Pandey,Marketing,Python Basics,2025-11-25,2026-01-08,,Pending
1034,Kavya Shah,Marketing,Communication Skills,2025-12-18,2026-01-13,,Pending
1296,Arun Shah,Sales,Python Basics,2025-06-27,2025-07-24,,Pending
1017,Ishaan Pillai,HR,Python Basics,2025-10-18,2025-11-11,2025-10-29,Completed
1167,Arjun Chopra,HR,SQL Fundamentals,2025-09-06,2025-09-28,,Pending
1049,Kavya Singh,Sales,Leadership Fundamentals,2025-11-07,2025-12-06,2025-11-17,Completed
1042,Ananya Shah,Sales,Python Basics,2025-09-10,2025-10-20,2025-09-27,pending
1173,Sachin Nair,Sales,Communication Skills,2025-11-05,2025-11-25,2025-11-11,Completed
1112,Mohan Das,IT,Project Management,2026-02-17,2026-03-10,2026-02-25,Completed
1173,Sachin Nair,Sales,Data Security Awareness,2025-12-17,2026-01-06,2025-12-21,Completed
1108,Kavya Trivedi,Operations,Python Basics,2026-02-03,2026-03-16,,Pending
1177,Kavya Kulkarni,Finance,Customer Service Excellence,27/09/2025,2025-10-22,2025-10-01,Completed
1130,Sai Chopra,Sales,Anti-Harassment Training,2025-09-12,2025-10-04,2025-09-13,Completed
1135,Neha Sharma,Marketing,Project Management,2025-08-03,2025-08-24,2025-08-17,Pendig
1218,Harish Bhat,Operations,Project Management,2025-10-07,2025-10-30,,Pending
1049,Kavya Singh,Sales,Workplace Safety,2025-04-04,2025-04-24,2025-04-09,Completed
1201,Vikram Ghosh,Finance,Project Management,2025-07-18,2025-08-20,2025-08-03,Completed
1169,Ananya Desai,IT,Project Management,2025-07-28,2025-09-02,2025-08-14,Completed
1336,Ananya Rao,IT,Python Basics,2026-02-02,2026-03-01,2026-02-16,Completed
1006,Rekha Banerjee,IT,Workplace Safety,2026-01-12,2026-01-30,2026-01-13,Completed
1102,Rekha Mishra,Finance,Workplace Safety,2026-01-18,2026-02-17,2026-01-21,Completed
1338,Pooja Nair,Finance,Communication Skills,2025-09-09,2025-10-03,2025-09-16,Completed
1221,Vivaan Rao,Finance,Data Security Awareness,2025-12-08,2026-01-04,2025-12-15,Completed
1026,Divya Kulkarni,,Python Basics,2025-11-01,2025-11-25,2025-11-16,Completed
1097,Rajesh Desai,Sales,Anti-Harassment Training,2026-02-01,2026-02-20,2026-02-07,Completd
1096,Deepak Pandey,Sales,Excel for Business,2026-01-20,2026-02-06,2026-01-30,Completed
1341,Deepak Das,Sales,SQL Fundamentals,2025-04-02,2025-05-03,2025-04-14,Completed
1237,Rohit Deshpande,HR,Communication Skills,2025-04-18,2025-05-19,,Pending
1070,Nandini Bhat,Marketing,Data Security Awareness,2025-09-19,2025-10-21,2025-09-24,Completed
1325,Vikram Mishra,marketing,Leadership Fundamentals,2025-05-18,2025-06-15,,Pending
1115,Vikram Banerjee,Finance,Python Basics,2025-09-09,2025-10-11,2025-09-28,Completed
1157,Priya Sinha,Finance,Customer Service Excellence,2025-09-07,2025-10-05,2025-09-12,Completed
1055,Jyoti Sinha,Finance,Communication Skills,2025-08-30,2025-10-05,,Pending
1298,Sara Ghosh,IT,Leadership Fundamentals,2026-02-22,2026-03-12,,Pending
1086,Pooja Chopra,,SQL Fundamentals,2025-05-22,2025-06-08,2025-05-29,Completed
1162,Aarav Shah,Finance,Data Security Awareness,2025-06-10,2025-06-25,,Pending
1006,Rekha Banerjee,IT,Communication Skills,24/07/2025,2025-08-12,2025-08-02,Completed
1043,Neha Bhat,IT,Project Management,2025-12-31,2026-01-19,,Pending
1210,Neha Reddy,IT,Data Security Awareness,2025-08-10,2025-08-23,2025-08-20,Completed
1240,Varun Kulkarni,IT,Python Basics,2025-05-08,2025-06-06,2025-05-17,Completed
1334,Sunita Sinha,IT,SQL Fundamentals,2025-10-11,2025-11-05,2025-10-22,Completed
1174,Krishna Sinha,IT,Anti-Harassment Training,2026-01-23,2026-02-15,2026-01-29,Completed
1296,Arun Shah,Sales,Project Management,2025-06-14,2025-07-21,,Pending
1098,Ayaan Chopra,Sales,Communication Skills,2026-02-20,2026-03-20,,Pending
1230,Shruti Banerjee,Finance,Customer Service Excellence,2025-12-26,2026-01-15,2026-01-05,Completed
1311,Sunita Joshi,Sales,Leadership Fundamentals,2025-08-21,2025-09-15,,Pending
1153,Swati Gupta,IT,Leadership Fundamentals,2025-07-24,2025-08-10,2025-08-05,Completed
1340,Pooja Mukherjee,IT,Python Basics,2025-05-12,2025-06-13,2025-05-21,Completed
1344,Nandini Rao,Sales,Excel for Business,2025-07-14,2025-08-22,2025-07-26,Completed
1144,Rekha Modi,HR,Leadership Fundamentals,2025-04-30,2025-05-21,2025-05-03,Completed
1129,Vihaan Sharma,IT,Excel for Business,2025-11-25,2025-12-24,2025-12-03,Completed
1310,Pranav Verma,HR,Workplace Safety,2025-09-21,2025-10-07,2025-09-26,PENDING
1310,Pranav Verma,HR,Customer Service Excellence,2025-12-19,2026-01-11,2025-12-22,Completed
1153,Swati Gupta,IT,Python Basics,2025-11-18,2025-12-29,2025-12-06,Completed
1024,Arun Rao,HR,Customer Service Excellence,2025-05-24,2025-06-10,2025-06-01,Completed
1204,Diya Ghosh,Operations,Project Management,2025-10-14,2025-11-16,,Pending
1341,Deepak Das,Sales,Customer Service Excellence,2025-07-12,2025-08-06,2025-07-13,Completed
1307,Anjali Patel,Sales,Python Basics,2025-11-02,2025-11-28,,Pending
1146,Vihaan Gupta,IT,SQL Fundamentals,2025-05-22,2025-06-12,2025-05-23,Completed
1290,Krishna Iyer,Finance,Workplace Safety,2025-05-26,2025-06-12,2025-05-30,Completed
1026,Divya Kulkarni,Operations,Leadership Fundamentals,2025-07-04,2025-07-27,2025-07-13,Completed
1138,Lakshmi Trivedi,Finance,Customer Service Excellence,2025-11-17,2025-12-11,2025-11-22,Completed
1286,Arjun Kulkarni,IT,Customer Service Excellence,2025-05-13,2025-06-06,2025-05-14,Completed
1159,Sachin Deshpande,IT,Anti-Harassment Training,2025-10-20,2025-11-14,2025-10-26,Completed
1241,Divya Joshi,Marketing,Project Management,2025-04-27,2025-05-30,2025-05-09,Completed
1125,Diya Bhat,IT,Workplace Safety,2025-04-25,2025-05-25,2025-04-26,Completed
1144,Rekha Modi,Human Resources,Communication Skills,2025-07-08,2025-07-31,2025-07-10,Completed
1044,Nitin Mishra,Marketing,Anti-Harassment Training,2026-01-29,2026-02-15,2026-01-31,Completed
1198,Vikram Pillai,Operations,Leadership Fundamentals,2025-12-21,2026-01-18,2025-12-26,Completed
1098,Ayaan Chopra,Sales,Data Security Awareness,2026-02-24,2026-03-15,,Pending
1051,Sara Trivedi,Marketing,Excel for Business,2025-05-28,2025-06-15,,Pending
1344,Nandini Rao,Sales,SQL Fundamentals,2025-08-14,2025-09-07,2025-08-26,Completed
1282,Nitin Bhat,HR,Workplace Safety,2025-08-19,2025-09-05,,Pending
1205,Vivaan Mehta,Finance,Communication Skills,2025-10-17,2025-11-12,2025-10-23,Completed
1050,Sara Malhotra,IT,Python Basics,2025-12-09,2026-01-05,2025-12-24,Completed
1183,Sai Banerjee,Marketing,Excel for Business,2025-09-24,2025-10-31,2025-09-30,Completed
1084,Anjali Patel,IT,SQL Fundamentals,2025-08-25,2025-10-04,2025-09-05,Completed
1322,Sneha Gupta,Finance,Anti-Harassment Training,2025-12-13,2026-01-13,2025-12-14,Completed
1276,Tanya Desai,Sales,Python Basics,2025-07-31,2025-08-26,2025-08-19,Completed
1292,Varun Iyer,IT,Workplace Safety,2025-06-24,2025-07-09,2025-06-25,Completed
1117,Pranav Kumar,Operations,Leadership Fundamentals,2025-06-11,2025-06-26,,Pending
1210,Neha Reddy,IT,Communication Skills,2025-09-18,2025-10-02,2025-09-21,Completed
1021,Vikram Tiwari,Finance,Python Basics,2025-05-09,2025-06-04,2025-05-25,Completed
1239,Rahul Sen,Finance,Data Security Awareness,2026-01-29,2026-02-21,,Pending
1132,Anjali Modi,IT,SQL Fundamentals,2025-03-31,2025-05-02,,Pending
1044,Nitin Mishra,Marketing,Leadership Fundamentals,2025-05-26,2025-06-11,,Pending
1077,Rohit Nair,Operations,SQL Fundamentals,2025-08-26,2025-09-19,2025-09-02,Completed
1167,Arjun Chopra,HR,Anti-Harassment Training,2025-06-14,2025-06-26,2025-06-18,Completed
1079,Nitin Das,HR,Project Management,2025-11-17,2025-12-21,2025-12-03,Completed
1170,Arun Deshpande,Finance,Customer Service Excellence,2025-08-09,2025-09-12,2025-08-12,Completed
1224,Aditya Nair,HR,Project Management,2025-11-20,2025-12-09,,Pending
1073,Lakshmi Verma,IT,Python Basics,2025-09-17,2025-10-24,,Pending
1097,Rajesh Desai,Sales,SQL Fundamentals,2025-12-03,2025-12-23,2025-12-15,Completed
1048,Rahul Sen,Sales,Customer Service Excellence,2026-02-21,2026-03-06,2026-02-24,Completed
1209,Varun Nair,IT,Communication Skills,2025-07-21,2025-08-25,,Pending
1097,Rajesh Desai,Sales,Project Management,2025-12-10,2025-12-29,2025-12-27,Completed
1324,Jyoti Kumar,HR,Communication Skills,2025-10-01,2025-10-21,2025-10-12,Completed
1217,Kavya Singh,HR,Excel for Business,2025-10-10,2025-11-16,2025-10-19,Completed
1228,Neha Das,Sales,Python Basics,2026-02-14,2026-03-28,2026-02-23,Completed
1276,Tanya Desai,Sales,Leadership Fundamentals,2025-12-25,2026-01-14,2026-01-07,Completed
1089,Sai Trivedi,Operations,Project Management,2025-09-16,2025-10-17,2025-10-02,Completed
1197,Suresh Reddy,Operations,Python Basics,2025-09-05,2025-10-02,2025-09-21,Completed
1026,Divya Kulkarni,Operations,Customer Service Excellence,2025-09-22,2025-10-24,2025-09-29,Completed
1161,Tanya Singh,HR,Leadership Fundamentals,2026-01-15,2026-02-10,2026-01-25,Completed
1158,Deepak Joshi,Operations,Data Security Awareness,2025-12-11,2026-01-13,2025-12-18,Completed
1272,Vihaan Chopra,Operations,Anti-Harassment Training,2025-12-23,2026-01-10,2025-12-26,Completed
1052,Deepak Shah,Operations,Anti-Harassment Training,2025-09-02,2025-09-26,2025-09-03,Completed
1126,Sunita Chopra,Sales,Python Basics,2025-04-07,2025-05-12,2025-04-15,Completed
1039,Varun Singh,Finance,Python Basics,2026-01-28,2026-02-21,2026-02-07,Completed
1181,Rohit Trivedi,HR,Python Basics,02/04/2025,2025-05-06,2025-04-21,Completed
1285,Kavya Desai,Sales,Data Security Awareness,2025-04-25,2025-05-15,2025-04-27,Completed
1254,Sachin Gupta,HR,Python Basics,2025-12-13,2026-01-24,,Pending
1116,Mohan Shah,,Customer Service Excellence,2025-06-18,2025-07-03,,Pending
1217,Kavya Singh,HR,Anti-Harassment Training,2025-07-09,2025-07-31,2025-07-10,Pendig
1269,Harish Banerjee,,Workplace Safety,2025-08-26,2025-09-12,2025-09-03,Completed
1042,Ananya Shah,Sales,Project Management,2025-08-05,2025-09-14,,Pending
1262,Sunita Ghosh,Marketing,Communication Skills,2025-10-21,2025-11-07,,Pending
1118,Nandini Nair,IT,Python Basics,2026-01-30,2026-03-01,2026-02-16,Completed
1183,Sai Banerjee,Marketing,Communication Skills,2025-09-12,2025-10-14,2025-09-16,Completed
1044,Nitin Mishra,Marketing,Excel for Business,2025-08-06,2025-08-27,2025-08-15,Completed
1250,Sunita Desai,Operations,Excel for Business,2025-09-01,2025-09-27,2025-09-10,Completed
1291,Aadhya Mukherjee,IT,SQL Fundamentals,2026-02-15,2026-03-18,2026-02-22,Completed
1093,Sneha Banerjee,Operations,Communication Skills,09/11/2025,2025-11-26,2025-11-17,Completed
1099,Aadhya Singh,,Leadership Fundamentals,2025-09-07,2025-10-08,,Pending
1102,Rekha Mishra,Finance,Project Management,2025-11-25,2025-12-25,2025-12-07,Completed
1098,Ayaan Chopra,Sales,Communication Skills,2025-10-27,2025-11-24,2025-11-04,Completed
1137,Sunita Kulkarni,Sales,Customer Service Excellence,2025-04-13,2025-05-09,2025-04-22,Completd
1247,Pooja Kulkarni,Sales,Anti-Harassment Training,2026-02-08,2026-02-26,2026-02-09,Completed
1099,Aadhya Singh,IT,SQL Fundamentals,2025-12-18,2026-01-15,2025-12-31,Completed
1170,Arun Deshpande,Finance,Customer Service Excellence,2026-01-14,2026-02-05,2026-01-15,Completed
1333,Manish Pillai,IT,Communication Skills,2025-06-03,2025-06-29,2025-06-07,Completed
1280,Rajesh Sinha,Operations,Leadership Fundamentals,2025-12-21,2026-01-19,,Pending
1184,Kavya Reddy,Operations,Workplace Safety,2025-04-28,2025-05-16,,Pending
1135,Neha Sharma,Marketing,Workplace Safety,2025-09-17,2025-10-16,2025-09-18,Completed
1059,Krishna Trivedi,IT,Python Basics,2026-01-14,2026-02-19,2026-01-28,Completed
1236,Pranav Deshpande,Operations,Data Security Awareness,2025-06-01,2025-07-06,2025-06-08,Completed
1124,Krishna Banerjee,IT,Customer Service Excellence,2025-04-27,2025-06-01,2025-04-28,Completed
1247,Pooja Kulkarni,Sales,Anti-Harassment Training,2026-01-12,2026-02-13,,Pending
1329,Priya Das,Sales,Anti-Harassment Training,2025-07-23,2025-08-22,2025-07-24,Completed
1229,Sneha Reddy,Operations,Anti-Harassment Training,2025-09-01,2025-09-30,2025-09-02,Completed
1284,Nitin Chopra,IT,Data Security Awareness,2025-12-04,2026-01-04,2025-12-11,Completed
1050,Sara Malhotra,IT,Workplace Safety,2025-05-04,2025-05-14,2025-05-11,Completed
1287,Priya Bhat,Sales,Workplace Safety,2025-12-22,2026-01-04,2025-12-25,Completed
1064,Gaurav Singh,HR,Workplace Safety,2025-11-28,2025-12-08,,Pending
1138,Lakshmi Trivedi,Finance,Leadership Fundamentals,2025-10-17,2025-11-02,,Pending
1083,Gaurav Malhotra,HR,Python Basics,2025-10-24,2025-11-29,,Pending
1078,Nitin Deshpande,IT,Excel for Business,2026-01-04,2026-01-29,,Pending
1295,Mohan Saxena,IT,Leadership Fundamentals,2026-02-09,2026-02-27,2026-02-18,Completed
1095,Shruti Deshpande,Operations,Data Security Awareness,2025-07-03,2025-07-19,2025-07-09,Completed
1160,Sunita Malhotra,Operations,Excel for Business,2025-06-26,2025-07-29,,Pending
1205,Vivaan Mehta,Finance,Customer Service Excellence,2025-07-11,2025-08-08,2025-07-18,Completed
1149,Nandini Chopra,,Python Basics,2025-05-21,2025-06-29,2025-06-01,Completed
1061,Ayaan Iyer,Sales,Python Basics,2025-10-17,2025-11-19,,Pending
1030,Aditya Mishra,IT,Workplace Safety,2025-11-23,2025-12-16,2025-11-25,Completed
1029,Shruti Singh,Finance,Anti-Harassment Training,2025-04-14,2025-05-02,2025-04-20,Completed
1285,Kavya Desai,Sales,SQL Fundamentals,2025-10-16,2025-11-02,,Pendig
1133,Sara Sen,IT,Data Security Awareness,2026-02-24,2026-03-28,,Pending
1327,Harish Reddy,Sales,SQL Fundamentals,2025-11-13,2025-12-01,,Pending
1080,Ishaan Pandey,IT,Project Management,2025-06-10,2025-07-13,,Pending
1209,Varun Nair,IT,Leadership Fundamentals,2025-08-19,2025-09-03,,Pending
1012,Aadhya Desai,Marketing,Project Management,2025-12-12,2026-01-16,2025-12-23,Completed
1027,Nitin Pandey,IT,Customer Service Excellence,2025-10-16,2025-11-14,2025-10-18,Completed
1066,Gaurav Shah,Sales,Anti-Harassment Training,2025-09-27,2025-10-26,2025-09-29,Completed
1040,Gaurav Verma,Sales,Project Management,2025-11-21,2026-01-01,,Pending
1296,Arun Shah,Sales,Anti-Harassment Training,2025-08-20,2025-09-19,2025-08-23,Completed
1225,Gaurav Banerjee,Human Resources,Communication Skills,2025-05-04,2025-06-07,2025-05-09,Completed
1104,Shruti Kumar,Sales,Leadership Fundamentals,2026-02-04,2026-03-12,2026-02-16,Completed
1110,Pranav Modi,IT,Customer Service Excellence,2025-12-25,2026-01-15,2025-12-31,Completed
1208,Kavya Verma,Finance,Project Management,2026-01-26,2026-03-04,2026-02-07,Completed
1190,Divya Sharma,,SQL Fundamentals,2025-10-23,2025-11-11,2025-11-06,Completed
1166,Krishna Tiwari,Operations,Anti-Harassment Training,2025-07-27,2025-08-08,2025-07-28,Completed
1158,Deepak Joshi,Operations,Leadership Fundamentals,2025-11-29,2025-12-24,,Pending
1165,Rohit Sinha,IT,Excel for Business,2025-05-23,2025-06-14,,Pending
1312,Swati Patel,IT,Communication Skills,2025-11-01,2025-11-17,2025-11-08,Completed
1069,Nandini Rao,IT,Python Basics,2025-05-28,2025-06-19,,Pending
1064,Gaurav Singh,HR,Workplace Safety,2025-11-12,2025-12-03,2025-11-18,Completed
1315,Krishna Shah,Operations,Data Security Awareness,2025-06-28,2025-07-20,2025-07-01,Completed
1196,Aditya Deshpande,HR,Leadership Fundamentals,2025-10-10,2025-10-29,,Pending
1229,Sneha Reddy,Operations,SQL Fundamentals,2026-01-09,2026-02-01,2026-01-15,Completed
1314,Sai Banerjee,Marketing,Leadership Fundamentals,2025-11-10,2025-12-16,2025-11-17,Completed
1026,Divya Kulkarni,Operations,Excel for Business,2025-06-21,2025-07-21,,Pending
1041,Arun Chopra,IT,Excel for Business,2025-05-14,2025-06-18,2025-05-23,Completed
1240,Varun Kulkarni,IT,Workplace Safety,2025-07-13,2025-07-24,2025-07-16,Completed
1300,Tanya Mukherjee,IT,Data Security Awareness,2025-10-01,2025-10-26,2025-10-06,Completed
1045,Nandini Malhotra,HR,Workplace Safety,2025-09-21,2025-10-06,2025-09-23,Completed
1179,Shruti Saxena,Marketing,Customer Service Excellence,2025-12-10,2025-12-29,,Pending
1046,Harish Kumar,Finance,SQL Fundamentals,2025-11-28,2025-12-31,2025-12-08,Completed
1283,Harish Trivedi,Sales,SQL Fundamentals,2026-01-11,2026-02-01,,Pending
1312,Swati Patel,IT,Leadership Fundamentals,2025-11-04,2025-12-09,2025-11-10,Completed
1035,Nitin Pandey,Marketing,Workplace Safety,2026-01-16,2026-01-28,2026-01-19,Completed
1072,Ayaan Kulkarni,IT,Customer Service Excellence,2025-08-30,2025-09-15,2025-09-11,Completed
1106,Aditya Saxena,,Excel for Business,2025-04-26,2025-06-01,2025-05-02,Completed
1262,Sunita Ghosh,Marketing,Data Security Awareness,2025-07-23,2025-08-13,,Pending
1279,Ananya Modi,Finance,Python Basics,2025-10-16,2025-11-28,2025-10-29,Completed
1058,Suresh Mishra,IT,Anti-Harassment Training,2025-08-25,2025-09-05,2025-08-28,Completed
1171,Swati Sharma,Finance,Excel for Business,2025-12-21,2026-01-26,2026-01-01,Completed
1314,Sai Banerjee,Marketing,Communication Skills,2026-02-10,2026-02-25,2026-02-19,Completed
1110,Pranav Modi,IT,Workplace Safety,2026-01-23,2026-02-17,,Pending
1328,Tanya Patel,Finance,Python Basics,2025-04-15,2025-05-07,2025-04-25,Completed
1323,Kiran Patel,Finance,Python Basics,2025-07-11,2025-08-11,,Pending
1130,Sai Chopra,Sales,Data Security Awareness,2025-06-10,2025-06-28,2025-06-20,Completed
1201,Vikram Ghosh,Finance,Project Management,2025-05-01,2025-05-27,2025-05-15,Completed
1014,Aarav Verma,IT,SQL Fundamentals,2026-02-06,2026-03-17,,Pending
1316,Diya Kumar,Finance,Data Security Awareness,2025-09-24,2025-10-08,,Pending
1228,Neha Das,Sales,SQL Fundamentals,2026-02-07,2026-02-26,,Pending
1168,Suresh Kulkarni,IT,Leadership Fundamentals,2025-06-05,2025-06-28,,Pending
1095,Shruti Deshpande,Operations,Workplace Safety,2025-04-18,2025-05-13,2025-04-19,Completed
1080,Ishaan Pandey,IT,Project Management,2025-11-06,2025-12-10,2025-11-12,Completed
1331,Priya Joshi,HR,Excel for Business,2025-04-10,2025-04-28,2025-04-18,Completed
1097,Rajesh Desai,Sales,Excel for Business,2025-12-29,2026-02-03,,Pending
1038,Sachin Bhat,IT,Data Security Awareness,2026-01-07,2026-02-03,2026-01-08,Completed
1150,Deepak Rao,Human Resources,Communication Skills,2025-06-03,2025-06-30,2025-06-04,Completed
1154,Mohan Malhotra,Sales,Customer Service Excellence,2025-06-09,2025-06-25,2025-06-10,Completed
1028,Manish Das,Sales,SQL Fundamentals,2025-10-05,2025-11-02,2025-10-14,Completed
1291,Aadhya Mukherjee,IT,Communication Skills,2025-04-29,2025-05-20,2025-05-08,Completed
1080,Ishaan Pandey,IT,SQL Fundamentals,2025-04-05,2025-04-29,2025-04-14,Completed
1220,Nandini Saxena,Operations,Customer Service Excellence,2026-01-15,2026-01-29,,Pending
1051,Sara Trivedi,Marketing,Data Security Awareness,2025-08-05,2025-08-18,2025-08-06,Completed
1196,Aditya Deshpande,HR,Anti-Harassment Training,2025-11-10,2025-11-24,2025-11-11,Completed
1016,Amit Bhat,IT,Project Management,2025-09-26,2025-11-03,2025-10-05,Completed
1060,Sai Kumar,HR,Excel for Business,2025-08-27,2025-09-17,2025-09-03,Completed
1251,Rajesh Pillai,HR,Leadership Fundamentals,2025-06-01,2025-07-07,2025-06-07,Completed
1181,Rohit Trivedi,HR,Python Basics,2026-01-03,2026-01-30,2026-01-17,Completed
1250,Sunita Desai,Operations,Project Management,2025-07-21,2025-08-23,,Pending
1035,Nitin Pandey,Marketing,Project Management,2026-01-07,2026-02-04,,Pending
1314,Sai Banerjee,Marketing,Excel for Business,2025-12-25,2026-01-19,2026-01-04,Completed
1055,Jyoti Sinha,Finance,Customer Service Excellence,2025-12-13,2025-12-29,2025-12-19,Completed
1060,Sai Kumar,HR,Communication Skills,2026-02-12,2026-03-13,2026-02-19,Completed
1169,Ananya Desai,IT,Excel for Business,2025-06-09,2025-07-12,2025-06-21,Completed
1039,Varun Singh,Finance,Customer Service Excellence,2025-07-16,2025-08-01,2025-07-21,Completed
1116,Mohan Shah,Operations,Anti-Harassment Training,2025-04-18,2025-05-04,2025-04-19,Completed
1233,Arjun Saxena,Sales,Leadership Fundamentals,2025-05-28,2025-06-12,2025-06-05,Completed
1292,Varun Iyer,IT,Data Security Awareness,2025-08-16,2025-09-05,2025-08-25,Completed
1084,Anjali Patel,IT,Python Basics,2025-05-13,2025-06-04,2025-06-02,Completed
1115,Vikram Banerjee,Finance,SQL Fundamentals,2025-10-13,2025-11-14,2025-10-23,Completed
1260,Aditya Chopra,IT,Communication Skills,2025-10-13,2025-11-10,2025-10-26,Completed
1338,Pooja Nair,Finance,Excel for Business,2025-10-11,2025-11-02,2025-10-18,Completed
1183,Sai Banerjee,Marketing,Customer Service Excellence,2025-04-26,2025-05-30,2025-05-04,Completed
1002,Vivaan Bhat,Marketing,Customer Service Excellence,2025-09-25,2025-10-08,,Pending
1141,Vihaan Kumar,Marketing,Project Management,2025-08-12,2025-09-18,2025-08-24,Completed
1342,Arjun Chopra,Sales,Data Security Awareness,2025-09-21,2025-10-26,,Pending
1184,Kavya Reddy,Operations,Communication Skills,2025-11-04,2025-12-11,,Pending
1256,Sai Chopra,Sales,Data Security Awareness,2025-05-25,2025-06-23,2025-05-30,Completed
1250,Sunita Desai,Operations,Python Basics,2025-12-29,2026-02-02,2026-01-10,Completed
1057,Rekha Sen,IT,SQL Fundamentals,2025-12-21,2026-01-15,2025-12-31,Completed
1123,Arun Desai,HR,Communication Skills,2025-11-25,2026-01-01,,Pending
1261,Kiran Singh,Finance,Excel for Business,2025-06-06,2025-06-23,2025-06-15,Completed
1194,Suresh Iyer,Finance,Python Basics,2025-05-13,2025-06-10,,Pending
1278,Divya Desai,Finance,Python Basics,2025-09-19,2025-10-28,2025-10-04,Completed
1274,Krishna Shah,Marketing,SQL Fundamentals,2025-08-18,2025-09-15,2025-09-01,Completed
1006,Rekha Banerjee,IT,Python Basics,2026-02-05,2026-02-26,2026-02-19,Completed
1245,Swati Deshpande,IT,SQL Fundamentals,11/09/2025,2025-10-06,,Pending
1015,Varun Banerjee,IT,Leadership Fundamentals,2025-11-22,2025-12-07,2025-12-01,Completed
1110,Pranav Modi,IT,Leadership Fundamentals,2025-04-18,2025-05-14,2025-04-21,Completed
1175,Ayaan Nair,Finance,Customer Service Excellence,2025-07-20,2025-08-15,2025-07-27,Completed
1061,Ayaan Iyer,Sales,Workplace Safety,2025-08-19,2025-09-17,2025-08-25,Completed
1073,Lakshmi Verma,IT,Workplace Safety,2025-11-11,2025-11-26,2025-11-13,Completed
1280,Rajesh Sinha,Operations,Python Basics,2025-08-10,2025-09-15,2025-08-27,Completed
1179,Shruti Saxena,Marketing,Anti-Harassment Training,2025-06-14,2025-07-12,2025-06-18,Completed
1116,Mohan Shah,Operations,Excel for Business,2025-05-28,2025-07-04,2025-06-03,Completed
1271,Varun Shah,Operations,Customer Service Excellence,2025-11-11,2025-12-12,2025-11-17,Completed
1233,Arjun Saxena,Sales,Customer Service Excellence,2025-07-25,2025-08-08,,Pending
1298,Sara Ghosh,IT,Python Basics,2025-08-09,2025-08-30,2025-08-22,Completed
1196,Aditya Deshpande,HR,Project Management,2026-01-01,2026-02-11,2026-01-13,Completed
1281,Tanya Chopra,Operations,Excel for Business,2025-09-26,2025-10-16,2025-10-09,Completed
1025,Neha Gupta,Sales,Leadership Fundamentals,2025-05-27,2025-06-27,2025-06-04,Completed
1308,Neha Saxena,HR,Excel for Business,2025-09-13,2025-10-18,2025-09-26,Completed
1297,Mohan Kumar,Operations,Communication Skills,2025-05-06,2025-06-09,2025-05-11,Completed
1313,Deepak Patel,IT,Python Basics,2025-06-12,2025-07-03,2025-06-23,Completed
1296,Arun Shah,Sales,Project Management,2025-09-18,2025-10-20,,Pending
1281,Tanya Chopra,Operations,Project Management,2025-11-26,2025-12-24,,Pending
1296,Arun Shah,Sales,Anti-Harassment Training,2025-10-05,2025-10-15,2025-10-08,Completed
1317,Sneha Mukherjee,Sales,Anti-Harassment Training,2026-01-27,2026-02-05,2026-01-28,Completed
1263,Nitin Das,IT,Excel for Business,2025-09-07,2025-10-10,2025-09-15,Completed
1154,Mohan Malhotra,Sales,Customer Service Excellence,2026-01-22,2026-02-26,2026-01-27,Completed
1138,Lakshmi Trivedi,Finance,Excel for Business,2025-10-10,2025-11-14,2025-10-17,Completed
1308,Neha Saxena,HR,Anti-Harassment Training,2025-10-12,2025-11-10,2025-10-13,Completed
1310,Pranav Verma,HR,Workplace Safety,2025-07-23,2025-08-20,2025-07-28,Completed
1020,Neha Nair,HR,SQL Fundamentals,2026-02-16,2026-03-22,2026-02-26,Completed
1349,Aarav Ghosh,Sales,Customer Service Excellence,2025-06-01,2025-06-30,,Pending
1063,Nandini Banerjee,Operations,SQL Fundamentals,2025-11-27,2026-01-04,2025-12-04,PENDING
1216,Deepak Saxena,IT,Leadership Fundamentals,2025-09-09,2025-10-02,2025-09-13,Completed
1101,Rekha Mishra,IT,SQL Fundamentals,2025-08-28,2025-09-21,2025-09-05,Completed
